id,order_id,product_id,quantity
326,137,38,2
327,137,388,5
328,138,4,4
329,138,227,1
330,138,24,3
331,139,64,4
332,139,351,4
333,139,74,2
334,139,57,3
335,140,3,4
336,140,286,3
337,140,112,3
338,141,148,5
339,141,134,2
340,141,10,3
341,142,339,2
342,142,190,3
343,142,100,4
344,143,364,2
345,143,482,5
346,143,424,2
347,144,219,3
348,144,156,5
349,145,464,5
350,145,24,4
351,145,181,2
352,146,414,3
353,146,379,4
354,146,237,5
355,146,457,5
356,147,16,3
357,147,254,1
358,148,67,1
359,149,92,4
360,150,430,3
361,150,109,4
362,150,145,4
363,150,405,1
364,151,212,4
365,151,96,5
366,151,80,5
367,152,456,3
368,152,302,1
369,153,351,4
370,153,30,5
371,154,379,1
372,155,162,2
373,156,423,3
374,156,97,4
375,156,10,5
376,156,137,2
377,157,41,4
378,157,37,4
379,157,15,4
380,158,429,4
381,158,174,3
382,158,181,1
383,159,99,2
384,159,356,5
385,160,431,1
386,161,93,5
387,162,71,3
388,163,462,3
389,163,111,4
390,163,37,1
391,163,418,2
392,164,91,3
393,164,239,4
394,165,299,5
395,165,217,4
396,165,381,1
397,166,500,1
398,167,290,1
399,167,131,3
400,168,201,2
401,168,110,5
402,168,394,1
403,169,161,4
404,169,84,3
405,169,44,1
406,169,211,3
407,170,224,5
408,170,216,1
409,170,208,5
410,171,254,5
411,172,204,3
412,172,42,2
413,173,93,1
414,173,221,4
415,173,260,5
416,174,408,3
417,175,368,1
418,176,379,5
419,176,90,3
420,176,349,4
421,176,290,2
422,177,311,3
423,177,215,2
424,177,361,4
425,177,438,5
426,178,282,4
427,178,280,3
428,179,273,1
429,179,149,4
430,179,341,2
431,180,76,4
432,180,442,5
433,181,379,4
434,181,486,2
435,181,478,4
436,182,171,1
437,182,97,2
438,182,436,1
439,182,134,2
440,183,22,1
441,183,157,1
442,183,215,5
443,183,4,4
444,184,87,5
445,184,494,4
446,184,97,3
447,184,401,4
448,185,252,2
449,185,253,3
450,185,241,1
451,186,204,5
452,186,173,5
453,187,169,4
454,188,261,3
455,189,471,3
456,189,396,5
457,190,88,5
458,190,345,5
459,190,401,4
460,191,324,1
461,192,377,4
462,192,292,2
463,193,473,1
464,193,114,2
465,193,345,4
466,193,434,2
467,194,108,2
468,195,231,4
469,195,175,1
470,196,322,3
471,196,85,1
472,196,173,5
473,197,455,4
474,197,23,3
475,197,438,4
476,198,3,4
477,199,191,5
478,199,34,2
479,200,195,1
480,200,477,4
481,200,391,3
482,201,283,2
483,201,287,1
484,201,32,4
485,202,79,4
486,202,23,2
487,202,278,3
488,203,30,1
489,204,93,3
490,205,448,5
491,206,163,2
492,206,443,2
493,206,379,1
494,207,56,4
495,207,408,3
496,207,109,5
497,208,390,2
498,208,477,3
499,208,163,4
500,208,370,5
501,209,170,5
502,210,482,2
503,210,83,1
504,210,459,3
505,211,418,4
506,211,95,4
507,212,74,3
508,212,192,3
509,212,260,3
510,213,214,2
511,214,302,5
512,214,307,2
513,214,204,4
514,215,365,4
515,215,151,4
516,215,237,3
517,215,206,4
518,216,222,4
519,216,358,4
520,217,365,3
521,218,285,2
522,218,278,1
523,218,206,1
524,218,142,3
525,219,126,3
526,219,313,2
527,219,118,3
528,220,435,1
529,220,270,1
530,221,240,2
531,221,213,3
532,221,361,4
533,221,204,3
534,222,273,1
535,222,499,5
536,222,12,5
537,222,102,5
538,223,86,5
539,223,59,5
540,223,310,2
541,224,327,1
542,224,269,2
543,224,233,4
544,225,309,3
545,225,22,1
546,225,220,2
547,226,329,5
548,227,183,5
549,227,482,3
550,228,117,3
551,228,39,4
552,228,371,4
553,228,34,3
554,229,6,4
555,230,453,4
556,230,74,4
557,231,141,1
558,231,59,4
559,231,15,3
560,232,204,4
561,233,294,5
562,233,425,5
563,233,329,3
564,233,486,5
565,234,16,5
566,234,199,2
567,235,242,2
568,235,410,2
569,235,62,3
570,235,84,4
571,236,432,2
572,236,95,3
573,236,286,2
574,236,285,3
575,237,343,4
576,237,138,1
577,238,360,5
578,238,400,5
579,239,100,2
580,239,256,4
581,240,31,5
582,240,257,2
583,240,330,3
584,240,208,3
585,241,203,1
586,241,158,4
587,242,185,3
588,242,338,5
589,242,253,4
590,242,191,4
591,243,101,1
592,244,319,2
593,244,485,3
594,244,472,5
595,245,228,5
596,246,239,1
597,246,90,1
598,246,338,5
599,247,325,1
600,247,398,5
601,247,300,1
602,248,400,5
603,249,263,5
604,249,53,5
605,250,137,1
606,251,190,4
607,251,299,3
608,251,103,2
609,251,393,1
610,252,1,1
611,252,315,5
612,253,170,5
613,254,298,2
614,254,304,1
615,254,487,3
616,254,333,1
617,255,124,2
618,255,117,3
619,256,153,3
620,256,58,3
621,256,404,3
622,256,255,4
623,257,337,3
624,257,139,3
625,258,405,5
626,259,381,3
627,259,153,2
628,259,206,5
629,260,197,1
630,261,63,2
631,261,274,4
632,261,139,5
633,261,498,4
634,262,135,5
635,262,378,4
636,263,450,5
637,264,340,1
638,265,335,3
639,265,42,2
640,266,221,2
641,266,6,5
642,266,215,2
643,267,156,3
644,267,4,5
645,267,189,1
646,268,398,2
647,269,315,1
648,269,179,5
649,269,156,2
650,270,339,2
651,270,30,3
652,270,498,1
653,271,127,1
654,271,227,2
655,271,141,2
656,271,124,5
657,272,335,1
658,272,191,4
659,272,383,2
660,272,48,3
661,273,202,1
662,273,109,3
663,273,397,4
664,273,14,2
665,274,214,5
666,275,9,4
667,275,235,2
668,276,344,5
669,276,184,1
670,276,92,5
671,276,221,3
672,277,463,4
673,277,222,4
674,277,153,3
675,277,372,1
676,278,213,5
677,278,96,3
678,279,492,2
679,279,379,5
680,279,477,1
681,280,398,5
682,280,322,3
683,280,26,1
684,281,439,1
685,281,58,2
686,281,407,3
687,281,263,2
688,282,274,2
689,283,317,2
690,283,482,1
691,283,125,2
692,283,38,1
693,284,360,5
694,284,165,2
695,285,493,1
696,285,489,5
697,285,164,4
698,285,437,4
699,286,441,4
700,287,435,3
701,288,274,3
702,289,238,4
703,289,498,5
704,289,377,2
705,290,222,5
706,290,110,2
707,290,51,1
708,291,338,4
709,291,183,4
710,291,234,5
711,291,77,1
712,292,23,5
713,292,225,1
714,292,371,3
715,293,230,3
716,294,16,2
717,294,95,3
718,294,99,3
719,295,383,4
720,295,139,2
721,295,31,4
722,295,220,5
723,296,102,2
724,296,422,3
725,296,437,4
726,297,257,5
727,297,361,4
728,297,169,5
729,297,318,5
730,298,214,3
731,299,388,4
732,299,2,2
733,299,326,4
734,300,385,1
735,300,385,5
736,300,150,1
737,300,367,5
738,301,72,3
739,301,332,5
740,302,481,3
741,302,470,1
742,302,117,2
743,302,372,4
744,303,58,3
745,304,460,5
746,304,275,4
747,304,271,4
748,305,359,5
749,305,50,4
750,305,137,1
751,305,181,4
752,306,482,1
753,306,407,1
754,306,426,4
755,306,401,5
756,307,322,5
757,307,204,5
758,307,353,4
759,308,486,5
760,308,22,2
761,308,156,2
762,308,53,2
763,309,339,4
764,310,243,5
765,311,43,4
766,312,67,1
767,312,406,3
768,312,20,3
769,312,437,4
770,313,427,1
771,313,485,3
772,313,240,5
773,314,452,3
774,314,328,3
775,314,84,4
776,315,226,5
777,315,271,4
778,315,48,1
779,316,429,2
780,316,419,4
781,317,287,5
782,317,224,1
783,317,226,3
784,318,274,4
785,319,188,1
786,320,447,2
787,321,41,4
788,322,129,3
789,322,153,5
790,322,383,2
791,322,76,1
792,323,431,4
793,323,466,5
794,323,93,3
795,324,347,1
796,324,483,1
797,324,330,1
798,324,75,1
799,325,59,4
800,325,290,2
801,326,125,4
802,326,231,3
803,326,15,2
804,327,487,3
805,327,159,3
806,327,278,3
807,328,470,2
808,328,413,5
809,328,267,1
810,329,31,2
811,329,129,5
812,329,18,2
813,330,58,3
814,330,330,3
815,331,421,3
816,332,396,2
817,332,267,5
818,332,497,3
819,333,390,5
820,333,163,1
821,333,193,4
822,333,339,3
823,334,242,2
824,334,251,1
825,335,8,5
826,335,444,4
827,335,265,5
828,336,240,1
829,336,157,3
830,336,241,4
831,337,85,4
832,338,378,4
833,338,143,4
834,338,158,2
835,339,314,2
836,339,172,3
837,340,45,5
838,340,490,1
839,341,407,4
840,341,198,4
841,341,310,3
842,341,280,2
843,342,231,3
844,343,142,2
845,344,328,3
846,344,219,5
847,345,175,1
848,345,404,4
849,345,470,3
850,345,261,3
851,346,225,1
852,346,455,3
853,346,166,5
854,346,52,3
855,347,185,3
856,347,498,2
857,348,97,3
858,348,131,5
859,348,226,5
860,348,457,3
861,349,97,5
862,349,44,2
863,349,96,4
864,349,268,5
865,350,32,4
866,351,392,3
867,352,97,1
868,352,438,4
869,353,34,1
870,353,361,2
871,353,333,4
872,354,457,5
873,355,87,5
874,355,188,3
875,355,135,3
876,355,298,2
877,356,28,2
878,357,269,3
879,357,469,5
880,357,6,3
881,357,350,4
882,358,311,3
883,359,18,3
884,359,498,1
885,359,163,2
886,360,172,3
887,360,451,3
888,361,18,1
889,361,157,4
890,361,499,4
891,361,114,4
892,362,366,3
893,362,76,3
894,362,40,3
895,363,438,4
896,364,399,4
897,364,313,1
898,365,210,5
899,366,422,3
900,366,207,5
901,366,221,5
902,367,453,1
903,367,317,2
904,368,213,3
905,368,202,3
906,368,22,1
907,369,282,1
908,369,418,4
909,369,434,3
910,370,134,2
911,371,226,2
912,371,329,3
913,371,352,3
914,372,131,5
915,372,401,5
916,372,182,4
917,372,164,4
918,373,145,1
919,374,472,3
920,375,421,5
921,375,343,4
922,375,292,3
923,375,322,3
924,376,41,5
925,376,357,3
926,377,155,3
927,378,141,1
928,378,56,4
929,378,214,1
930,379,488,1
931,380,119,2
932,380,207,5
933,381,17,1
934,381,500,3
935,382,258,5
936,382,350,3
937,382,28,3
938,382,331,3
939,383,207,1
940,383,130,5
941,384,423,5
942,384,90,1
943,384,134,2
944,384,103,2
945,385,446,2
946,385,175,3
947,385,340,3
948,386,291,5
949,386,410,3
950,386,415,5
951,386,155,3
952,387,114,3
953,387,273,2
954,387,451,5
955,387,251,3
956,388,75,5
957,389,67,3
958,389,305,5
959,390,392,5
960,390,200,1
961,390,448,4
962,390,390,4
963,391,462,5
964,391,147,5
965,392,271,3
966,393,187,3
967,393,73,4
968,393,470,5
969,393,392,3
970,394,312,4
971,395,186,5
972,395,175,4
973,396,417,1
974,396,471,4
975,397,19,4
976,397,61,1
977,398,275,4
978,398,229,5
979,398,307,3
980,399,483,4
981,399,288,4
982,399,224,1
983,399,256,2
984,400,81,4
985,401,289,2
986,401,119,4
987,401,406,4
988,401,135,1
989,402,445,2
990,402,35,3
991,402,319,4
992,402,83,3
993,403,305,4
994,404,183,1
995,404,374,5
996,404,195,3
997,404,442,5
998,405,351,4
999,405,212,3
1000,405,365,1
1001,405,413,5
1002,406,234,3
1003,407,295,4
1004,408,459,4
1005,409,433,1
1006,409,149,3
1007,409,392,2
1008,410,164,5
1009,411,288,3
1010,412,251,3
1011,412,162,1
1012,412,30,1
1013,412,70,1
1014,413,360,3
1015,413,6,3
1016,413,4,5
1017,414,128,3
1018,414,351,1
1019,414,191,2
1020,414,377,2
1021,415,26,2
1022,415,249,4
1023,415,69,4
1024,415,60,2
1025,416,195,1
1026,416,65,2
1027,416,22,1
1028,417,138,3
1029,417,330,5
1030,417,343,4
1031,418,123,5
1032,418,453,1
1033,418,276,1
1034,419,70,5
1035,419,219,4
1036,420,271,2
1037,420,298,3
1038,420,182,3
1039,420,177,1
1040,421,427,4
1041,421,375,1
1042,421,397,2
1043,421,493,5
1044,422,434,1
1045,423,205,5
1046,423,385,1
1047,424,314,1
1048,424,191,1
1049,424,246,3
1050,424,31,5
1051,425,495,3
1052,426,146,4
1053,426,142,5
1054,426,408,2
1055,427,49,5
1056,427,65,5
1057,427,199,4
1058,427,326,5
1059,428,219,1
1060,429,484,3
1061,429,439,4
1062,430,385,3
1063,430,109,2
1064,431,454,4
1065,432,26,5
1066,432,263,5
1067,432,237,2
1068,433,394,3
1069,434,429,5
1070,434,135,4
1071,434,499,4
1072,434,324,1
1073,435,72,1
1074,436,372,4
1075,436,357,5
1076,436,385,2
1077,436,436,2
1078,437,253,2
1079,437,335,3
1080,437,351,3
1081,438,311,2
1082,438,460,2
1083,438,47,5
1084,438,191,1
1085,439,423,3
1086,439,460,2
1087,440,495,3
1088,440,106,1
1089,440,142,3
1090,440,10,1
1091,441,235,4
1092,441,78,4
1093,441,26,1
1094,441,350,1
1095,442,303,2
1096,442,478,5
1097,442,268,2
1098,442,213,4
1099,443,301,1
1100,443,318,2
1101,444,405,3
1102,444,491,5
1103,444,144,1
1104,444,278,1
1105,445,486,1
1106,445,17,5
1107,446,179,5
1108,446,486,3
1109,446,120,3
1110,446,163,2
1111,447,494,1
1112,447,169,2
1113,447,335,1
1114,447,230,4
1115,448,39,2
1116,448,472,5
1117,448,272,5
1118,448,372,1
1119,449,158,2
1120,449,80,5
1121,449,157,1
1122,450,143,2
1123,450,300,2
1124,450,146,4
1125,451,27,4
1126,451,209,3
1127,451,145,2
1128,451,110,3
1129,452,378,4
1130,452,164,5
1131,452,104,2
1132,452,116,4
1133,453,70,3
1134,453,389,4
1135,454,444,2
1136,454,156,5
1137,454,412,5
1138,455,349,5
1139,455,274,2
1140,455,469,5
1141,456,184,4
1142,456,323,5
1143,456,143,4
1144,457,396,5
1145,457,331,4
1146,458,63,1
1147,459,21,1
1148,459,399,4
1149,459,500,3
1150,460,485,5
1151,460,218,3
1152,460,281,2
1153,461,40,5
1154,461,434,1
1155,462,183,1
1156,463,409,2
1157,464,180,2
1158,464,34,1
1159,464,403,3
1160,464,40,5
1161,465,315,2
1162,465,147,1
1163,465,224,4
1164,466,80,2
1165,466,460,2
1166,467,8,4
1167,467,23,5
1168,467,456,5
1169,467,396,1
1170,468,66,2
1171,468,473,1
1172,468,398,3
1173,468,126,5
1174,469,393,2
1175,469,257,2
1176,469,261,3
1177,469,363,5
1178,470,445,4
1179,471,377,3
1180,471,340,3
1181,472,320,3
1182,473,198,2
1183,473,47,1
1184,473,105,3
1185,474,77,5
1186,474,435,2
1187,474,311,1
1188,474,80,5
1189,475,202,4
1190,475,172,4
1191,475,228,4
1192,475,447,4
1193,476,497,5
1194,476,295,4
1195,476,9,5
1196,476,342,4
1197,477,356,1
1198,478,336,2
1199,479,475,5
1200,479,182,5
1201,479,300,1
1202,479,272,1
1203,480,266,1
1204,480,459,1
1205,480,87,3
1206,481,488,4
1207,481,476,2
1208,482,60,4
1209,482,279,5
1210,482,60,1
1211,482,140,5
1212,483,394,3
1213,483,356,4
1214,484,405,3
1215,484,214,1
1216,485,486,5
1217,485,149,2
1218,485,320,5
1219,486,449,4
1220,487,51,4
1221,488,160,2
1222,489,465,4
1223,489,222,1
1224,489,404,3
1225,490,143,5
1226,490,451,4
1227,490,276,2
1228,491,9,1
1229,491,116,4
1230,491,249,2
1231,492,291,2
1232,492,149,4
1233,492,114,1
1234,492,229,2
1235,493,460,4
1236,493,213,3
1237,493,428,2
1238,494,200,4
1239,494,169,4
1240,494,127,2
1241,495,12,3
1242,495,427,1
1243,495,36,4
1244,495,352,2
1245,496,31,4
1246,496,314,4
1247,496,180,2
1248,496,203,2
1249,497,480,5
1250,497,350,1
1251,497,121,1
1252,497,236,5
1253,498,487,4
1254,498,483,3
1255,498,390,3
1256,499,302,1
1257,499,241,1
1258,500,167,4
1259,501,187,4
1260,502,304,3
1261,502,22,2
1262,502,287,1
1263,503,15,1
1264,503,369,5
1265,503,117,2
1266,504,1,2
1267,505,296,2
1268,505,356,3
1269,505,348,5
1270,505,151,5
1271,506,473,3
1272,506,302,5
1273,506,149,5
1274,506,96,3
1275,507,299,4
1276,508,116,4
1277,508,56,4
1278,508,156,1
1279,508,151,1
1280,509,413,4
1281,509,438,4
1282,509,404,2
1283,509,184,4
1284,510,202,2
1285,510,248,4
1286,510,306,2
1287,510,180,2
1288,511,13,2
1289,511,106,5
1290,512,131,1
1291,513,341,5
1292,513,232,5
1293,513,72,5
1294,513,53,4
1295,514,244,5
1296,515,334,3
1297,515,58,5
1298,516,37,3
1299,516,442,4
1300,516,235,5
1301,516,204,3
1302,517,451,1
1303,517,292,3
1304,517,160,1
1305,517,275,5
1306,518,329,3
1307,519,33,4
1308,520,222,2
1309,520,107,1
1310,520,480,5
1311,520,286,1
1312,521,152,1
1313,522,180,2
1314,522,17,1
1315,523,53,1
1316,524,328,2
1317,524,256,5
1318,524,82,5
1319,524,220,3
1320,525,90,4
1321,525,476,5
1322,525,48,2
1323,525,194,2
1324,526,30,4
1325,526,131,2
1326,526,360,4
1327,527,424,4
1328,528,50,3
1329,529,422,5
1330,529,207,2
1331,529,83,4
1332,529,186,3
1333,530,372,1
1334,531,408,5
1335,531,49,2
1336,532,368,5
1337,533,6,4
1338,533,43,3
1339,533,454,4
1340,533,175,5
1341,534,352,3
1342,534,428,3
1343,535,373,2
1344,535,109,5
1345,536,330,2
1346,536,68,1
1347,537,346,3
1348,537,173,3
1349,537,266,1
1350,537,113,1
1351,538,266,1
1352,538,11,1
1353,539,314,2
1354,539,385,4
1355,539,252,3
1356,539,405,2
1357,540,89,5
1358,541,144,5
1359,541,51,2
1360,541,180,5
1361,542,159,3
1362,542,459,5
1363,542,12,2
1364,543,477,5
1365,543,235,2
1366,543,218,2
1367,543,404,3
1368,544,241,2
1369,544,363,4
1370,544,451,4
1371,544,439,2
1372,545,391,4
1373,545,297,5
1374,546,36,1
1375,546,144,1
1376,546,441,1
1377,546,490,1
1378,547,157,1
1379,547,248,4
1380,548,360,5
1381,548,298,3
1382,548,47,5
1383,549,50,1
1384,549,495,2
1385,550,213,3
1386,550,223,5
1387,550,15,2
1388,550,62,4
1389,551,462,1
1390,551,37,4
1391,552,323,5
1392,553,66,5
1393,554,257,5
1394,554,421,1
1395,555,268,1
1396,555,489,5
1397,556,371,1
1398,556,322,1
1399,556,10,1
1400,556,399,4
1401,557,303,4
1402,557,476,1
1403,558,286,2
1404,558,192,2
1405,559,259,5
1406,559,311,3
1407,559,109,5
1408,560,146,4
1409,560,5,2
1410,561,315,2
1411,562,438,5
1412,562,217,3
1413,563,338,5
1414,563,305,4
1415,564,407,1
1416,565,4,5
1417,566,226,5
1418,567,162,3
1419,567,490,2
1420,567,115,5
1421,568,357,2
1422,568,7,2
1423,568,59,3
1424,568,306,2
1425,569,427,5
1426,569,119,5
1427,569,157,4
1428,570,208,1
1429,570,386,1
1430,570,106,4
1431,570,251,5
1432,571,132,4
1433,571,450,4
1434,571,90,3
1435,572,141,3
1436,572,65,2
1437,573,13,3
1438,573,156,4
1439,573,193,4
1440,574,408,3
1441,575,260,5
1442,575,147,5
1443,575,101,3
1444,576,341,4
1445,576,24,1
1446,577,65,1
1447,577,441,2
1448,577,264,5
1449,577,50,1
1450,578,104,1
1451,579,479,3
1452,580,426,4
1453,580,263,1
1454,580,186,4
1455,580,266,5
1456,581,351,3
1457,581,340,5
1458,581,339,4
1459,581,85,2
1460,582,408,4
1461,583,50,1
1462,583,80,2
1463,584,138,1
1464,584,435,4
1465,584,318,4
1466,585,257,4
1467,586,84,3
1468,586,451,4
1469,586,381,5
1470,586,266,5
1471,587,490,4
1472,587,143,5
1473,587,22,4
1474,587,340,4
1475,588,413,2
1476,588,19,2
1477,588,215,4
1478,589,71,1
1479,590,139,3
1480,590,334,2
1481,590,500,4
1482,590,440,1
1483,591,50,5
1484,591,206,4
1485,591,150,3
1486,591,78,4
1487,592,12,1
1488,592,66,5
1489,592,461,1
1490,592,40,4
1491,593,492,1
1492,593,404,1
1493,594,338,2
1494,594,480,5
1495,595,29,3
1496,596,488,1
1497,596,88,1
1498,596,216,3
1499,597,88,4
1500,597,225,4
1501,597,476,5
1502,597,214,1
1503,598,291,2
1504,599,6,5
1505,599,427,3
1506,600,255,2
1507,600,326,5
1508,600,419,3
1509,600,354,5
1510,601,26,3
1511,602,76,3
1512,602,149,2
1513,602,296,2
1514,602,392,5
1515,603,4,4
1516,603,170,2
1517,603,256,5
1518,604,273,4
1519,604,259,4
1520,605,32,2
1521,605,120,5
1522,606,45,1
1523,607,493,4
1524,607,464,3
1525,607,254,1
1526,607,434,3
1527,608,156,4
1528,608,406,5
1529,608,104,5
1530,609,380,5
1531,610,368,2
1532,610,364,3
1533,611,34,5
1534,612,387,2
1535,613,42,5
1536,614,136,4
1537,614,102,2
1538,614,6,1
1539,615,434,2
1540,616,194,3
1541,616,188,4
1542,616,492,2
1543,617,386,3
1544,618,452,1
1545,619,86,5
1546,619,206,2
1547,620,314,5
1548,620,238,2
1549,621,2,2
1550,622,352,2
1551,622,429,5
1552,622,110,3
1553,623,335,4
1554,624,292,3
1555,624,83,1
1556,624,309,4
1557,625,401,5
1558,626,383,1
1559,626,168,3
1560,626,55,2
1561,627,334,5
1562,627,328,2
1563,628,29,4
1564,628,4,4
1565,628,455,2
1566,628,288,2
1567,629,462,2
1568,629,486,3
1569,630,268,1
1570,630,57,4
1571,630,467,3
1572,630,178,5
1573,631,347,1
1574,631,83,4
1575,632,202,5
1576,632,59,3
1577,632,480,2
1578,633,283,5
1579,634,415,5
1580,634,418,4
1581,635,422,5
1582,635,430,3
1583,635,381,3
1584,635,27,2
1585,636,132,1
1586,637,404,4
1587,637,271,3
1588,638,143,4
1589,639,341,5
1590,640,390,5
1591,640,194,4
1592,641,294,4
1593,641,266,4
1594,641,412,5
1595,641,305,5
1596,642,375,5
1597,642,363,4
1598,642,231,1
1599,642,49,5
1600,643,101,2
1601,643,394,5
1602,644,480,4
1603,644,120,3
1604,644,116,4
1605,645,91,5
1606,645,431,1
1607,646,175,1
1608,646,261,2
1609,646,357,5
1610,647,375,4
1611,647,331,4
1612,647,347,3
1613,647,380,5
1614,648,150,3
1615,648,159,4
1616,648,14,2
1617,648,63,1
1618,649,492,1
1619,649,255,1
1620,649,445,1
1621,649,298,5
1622,650,130,2
1623,651,334,1
1624,651,133,3
1625,651,274,1
1626,651,467,4
1627,652,277,5
1628,652,83,5
1629,652,156,3
1630,652,430,2
1631,653,203,2
1632,653,262,5
1633,653,211,3
1634,654,106,5
1635,655,192,1
1636,655,310,4
1637,655,115,4
1638,656,221,1
1639,656,231,2
1640,656,263,5
1641,656,5,5
1642,657,21,5
1643,657,425,1
1644,657,362,1
1645,658,1,1
1646,659,298,4
1647,660,256,1
1648,660,190,1
1649,661,368,3
1650,661,425,5
1651,661,8,3
1652,661,305,1
1653,662,216,1
1654,662,338,2
1655,662,255,5
1656,663,446,3
1657,663,229,1
1658,663,70,2
1659,663,76,4
1660,664,123,1
1661,664,401,2
1662,664,399,2
1663,664,334,5
