id,total,created_at,user_id
172,4603.57,2023-06-20T00:00:00,161
173,8163.82,2023-03-25T00:00:00,907
174,708.45,2023-06-04T00:00:00,8
175,155.14,2023-01-15T00:00:00,136
176,7919.78,2023-03-27T00:00:00,945
177,21956.97,2023-03-21T00:00:00,606
178,10247.69,2024-10-15T00:00:00,649
179,5397.61,2024-04-12T00:00:00,408
180,8164.95,2023-09-02T00:00:00,917
181,8881.62,2024-07-04T00:00:00,565
182,6401.63,2024-06-16T00:00:00,722
183,16861.74,2023-04-12T00:00:00,356
184,14850.41,2024-01-13T00:00:00,139
185,6165.58,2023-09-07T00:00:00,944
186,15327.75,2023-05-31T00:00:00,539
187,1561.6,2023-10-13T00:00:00,27
188,861.78,2024-07-15T00:00:00,526
189,10112.9,2023-07-30T00:00:00,282
190,13719.59,2024-01-09T00:00:00,49
191,786.88,2023-01-08T00:00:00,148
192,887.76,2023-04-12T00:00:00,160
193,11660.72,2023-08-01T00:00:00,747
194,2300.5,2023-08-25T00:00:00,292
195,8675.35,2023-10-03T00:00:00,321
196,12663.48,2023-01-23T00:00:00,668
197,20293.96,2024-03-01T00:00:00,705
198,4986.28,2023-02-18T00:00:00,294
199,6140.98,2024-07-25T00:00:00,887
200,7648.51,2023-11-29T00:00:00,164
201,11309.2,2023-08-29T00:00:00,665
202,12905.22,2024-03-31T00:00:00,507
203,347.24,2024-11-04T00:00:00,321
204,5821.83,2024-11-09T00:00:00,252
205,458.45,2023-08-30T00:00:00,926
206,6404.77,2024-11-21T00:00:00,404
207,11116.17,2023-11-07T00:00:00,186
208,13962.29,2024-08-02T00:00:00,199
209,3630.15,2024-10-06T00:00:00,829
210,5583.02,2024-03-17T00:00:00,578
211,6352.28,2024-03-27T00:00:00,876
212,6369.51,2023-11-19T00:00:00,240
213,2402.72,2024-01-10T00:00:00,168
214,12497.0,2024-01-28T00:00:00,757
215,18890.99,2023-10-27T00:00:00,136
216,9477.04,2023-01-17T00:00:00,443
217,5974.05,2024-01-11T00:00:00,838
218,8262.34,2023-03-11T00:00:00,87
219,9431.25,2024-01-28T00:00:00,172
220,1188.45,2024-07-10T00:00:00,768
221,13659.61,2023-08-11T00:00:00,817
222,13434.15,2023-12-14T00:00:00,308
223,5477.8,2024-08-22T00:00:00,617
224,13153.11,2024-05-05T00:00:00,992
225,4911.12,2023-02-24T00:00:00,185
226,4961.2,2023-11-07T00:00:00,345
227,7038.61,2023-07-15T00:00:00,15
228,9879.3,2023-03-26T00:00:00,342
229,4287.96,2023-08-17T00:00:00,147
230,10623.2,2024-10-11T00:00:00,324
231,6557.37,2023-10-12T00:00:00,959
232,4434.68,2023-02-13T00:00:00,387
233,23130.62,2024-08-05T00:00:00,920
234,1946.42,2024-08-04T00:00:00,433
235,14285.26,2024-01-25T00:00:00,752
236,10929.24,2024-06-28T00:00:00,468
237,1630.14,2024-09-03T00:00:00,982
238,12746.55,2023-02-08T00:00:00,416
239,5489.0,2024-05-29T00:00:00,920
240,13619.58,2024-01-17T00:00:00,386
241,5512.72,2024-07-20T00:00:00,345
242,19867.25,2023-04-22T00:00:00,611
243,234.9,2024-04-24T00:00:00,527
244,1952.31,2023-03-24T00:00:00,796
245,7585.45,2024-03-14T00:00:00,567
246,11640.28,2024-11-19T00:00:00,739
247,4583.87,2024-09-19T00:00:00,727
248,5476.35,2024-06-28T00:00:00,135
249,7756.1,2024-08-04T00:00:00,933
250,1692.78,2023-04-17T00:00:00,30
251,7655.59,2023-08-07T00:00:00,159
252,3992.34,2023-07-21T00:00:00,735
253,3630.15,2023-07-09T00:00:00,318
254,8745.41,2023-11-20T00:00:00,396
255,3222.91,2024-04-25T00:00:00,313
256,14699.28,2024-11-22T00:00:00,506
257,4196.01,2023-05-16T00:00:00,707
258,1694.85,2024-07-29T00:00:00,197
259,11801.81,2024-02-02T00:00:00,737
260,486.12,2024-02-15T00:00:00,261
261,10870.87,2024-03-30T00:00:00,44
262,8874.55,2023-08-02T00:00:00,411
263,8031.95,2024-09-02T00:00:00,598
264,1742.37,2023-02-12T00:00:00,963
265,6134.92,2023-08-14T00:00:00,743
266,10916.01,2024-11-07T00:00:00,212
267,14651.59,2024-07-22T00:00:00,990
268,933.3,2024-01-15T00:00:00,79
269,7358.57,2024-06-23T00:00:00,925
270,4133.02,2024-08-06T00:00:00,781
271,9272.94,2023-05-11T00:00:00,33
272,13725.71,2023-03-31T00:00:00,767
273,13025.09,2023-05-31T00:00:00,576
274,6006.8,2024-03-12T00:00:00,959
275,5803.48,2024-11-26T00:00:00,497
276,21178.22,2023-03-02T00:00:00,374
277,12660.89,2023-03-11T00:00:00,152
278,9810.06,2023-12-07T00:00:00,925
279,4985.65,2023-11-08T00:00:00,494
280,5001.46,2024-08-21T00:00:00,76
281,11528.98,2024-10-20T00:00:00,707
282,1850.2,2024-09-03T00:00:00,425
283,7213.57,2024-09-16T00:00:00,330
284,7929.96,2024-06-16T00:00:00,351
285,16477.87,2023-05-09T00:00:00,507
286,3620.92,2024-08-05T00:00:00,856
287,2599.98,2023-12-24T00:00:00,421
288,2775.3,2024-05-18T00:00:00,28
289,8681.58,2023-08-25T00:00:00,640
290,9759.0,2023-08-04T00:00:00,451
291,22090.79,2023-02-21T00:00:00,531
292,11706.82,2023-04-18T00:00:00,789
293,4063.26,2024-06-22T00:00:00,82
294,8873.42,2024-01-31T00:00:00,620
295,19775.51,2024-09-14T00:00:00,879
296,12918.45,2023-05-28T00:00:00,286
297,21877.0,2023-05-20T00:00:00,608
298,3604.08,2024-08-13T00:00:00,979
299,15606.24,2024-09-15T00:00:00,41
300,19103.02,2024-07-20T00:00:00,24
301,8566.78,2024-10-18T00:00:00,866
302,14122.62,2023-07-04T00:00:00,465
303,4208.22,2023-09-27T00:00:00,674
304,11205.38,2023-05-14T00:00:00,255
305,16347.82,2024-08-18T00:00:00,451
306,10259.19,2024-11-21T00:00:00,463
307,15780.52,2024-11-11T00:00:00,760
308,6795.45,2024-11-27T00:00:00,953
309,5149.36,2024-02-19T00:00:00,440
310,3028.95,2024-04-21T00:00:00,509
311,7073.72,2023-04-07T00:00:00,98
312,12096.45,2024-04-02T00:00:00,799
313,2285.73,2024-08-31T00:00:00,517
314,13508.5,2023-11-20T00:00:00,73
315,12539.61,2023-02-22T00:00:00,869
316,8898.78,2023-10-18T00:00:00,627
317,8168.19,2024-10-21T00:00:00,51
318,3700.4,2023-06-08T00:00:00,591
319,1583.89,2023-06-14T00:00:00,639
320,101.88,2024-10-27T00:00:00,456
321,815.4,2023-09-20T00:00:00,853
322,11937.78,2024-03-25T00:00:00,344
323,13365.45,2024-11-26T00:00:00,395
324,1580.85,2024-07-13T00:00:00,951
325,3257.34,2024-10-22T00:00:00,171
326,14407.65,2023-08-24T00:00:00,366
327,7790.67,2024-04-03T00:00:00,641
328,9768.34,2024-01-10T00:00:00,899
329,11238.46,2023-01-23T00:00:00,856
330,5444.55,2023-08-03T00:00:00,112
331,3143.73,2024-06-25T00:00:00,730
332,9749.82,2024-07-29T00:00:00,680
333,14889.31,2023-10-30T00:00:00,376
334,4973.03,2024-10-14T00:00:00,971
335,12974.24,2023-01-14T00:00:00,794
336,8431.71,2023-07-17T00:00:00,232
337,956.68,2024-04-06T00:00:00,46
338,4798.06,2023-10-07T00:00:00,335
339,3344.09,2023-06-02T00:00:00,781
340,6228.88,2024-05-21T00:00:00,908
341,15555.35,2024-11-22T00:00:00,687
342,5483.91,2023-10-29T00:00:00,565
343,2344.04,2023-05-06T00:00:00,57
344,12470.96,2023-02-17T00:00:00,236
345,9533.38,2024-11-28T00:00:00,897
346,15399.88,2023-03-04T00:00:00,883
347,2743.33,2023-11-30T00:00:00,288
348,16372.68,2024-05-07T00:00:00,586
349,21218.05,2024-01-19T00:00:00,54
350,7800.24,2023-04-29T00:00:00,214
351,5315.04,2024-07-29T00:00:00,416
352,9035.45,2024-02-28T00:00:00,208
353,5076.91,2023-05-28T00:00:00,535
354,3251.05,2024-03-24T00:00:00,33
355,11550.72,2024-07-09T00:00:00,986
356,2374.56,2024-07-02T00:00:00,991
357,21238.35,2024-07-09T00:00:00,760
358,2450.34,2024-08-02T00:00:00,433
359,5632.39,2023-07-26T00:00:00,324
360,3849.24,2023-02-28T00:00:00,137
361,16224.87,2024-04-08T00:00:00,739
362,13421.07,2024-05-27T00:00:00,377
363,7947.8,2024-07-13T00:00:00,182
364,6384.85,2023-04-21T00:00:00,786
365,6783.05,2023-12-30T00:00:00,258
366,20161.28,2023-10-11T00:00:00,228
367,2709.18,2023-07-31T00:00:00,209
368,7635.81,2024-07-09T00:00:00,785
369,5900.18,2023-07-25T00:00:00,969
370,2306.78,2023-05-10T00:00:00,838
371,7119.79,2024-04-30T00:00:00,263
372,13103.53,2024-08-25T00:00:00,304
373,1286.89,2024-08-16T00:00:00,597
374,266.97,2023-06-05T00:00:00,774
375,9751.42,2023-06-06T00:00:00,13
376,2662.38,2024-08-03T00:00:00,59
377,4556.43,2024-04-25T00:00:00,770
378,9164.5,2024-07-20T00:00:00,126
379,776.39,2024-06-21T00:00:00,146
380,10670.96,2024-03-18T00:00:00,228
381,3325.2,2023-05-26T00:00:00,791
382,16443.08,2023-07-27T00:00:00,732
383,6114.81,2023-01-08T00:00:00,746
384,10924.2,2023-11-23T00:00:00,921
385,12277.24,2024-04-01T00:00:00,894
386,15489.22,2023-02-10T00:00:00,253
387,15690.95,2023-07-17T00:00:00,194
388,3940.15,2023-12-21T00:00:00,967
389,5757.65,2023-05-28T00:00:00,444
390,12921.5,2023-10-31T00:00:00,731
391,14507.05,2023-02-09T00:00:00,581
392,1720.62,2024-11-15T00:00:00,870
393,20679.28,2023-02-26T00:00:00,393
394,4715.48,2023-11-19T00:00:00,651
395,12672.83,2024-01-12T00:00:00,504
396,6811.62,2024-10-14T00:00:00,149
397,1667.41,2023-02-07T00:00:00,422
398,13564.1,2024-06-29T00:00:00,510
399,11895.65,2023-01-23T00:00:00,500
400,3822.6,2023-09-12T00:00:00,779
401,9209.95,2023-01-12T00:00:00,425
402,13731.16,2024-04-05T00:00:00,672
403,3593.08,2024-09-09T00:00:00,144
404,4181.17,2024-08-11T00:00:00,886
405,19627.84,2024-03-19T00:00:00,857
406,5085.78,2024-10-26T00:00:00,739
407,2198.0,2024-09-10T00:00:00,294
408,4027.96,2023-09-09T00:00:00,214
409,5461.47,2023-07-25T00:00:00,622
410,4806.15,2023-09-18T00:00:00,787
411,5595.6,2024-08-19T00:00:00,683
412,7076.35,2023-08-21T00:00:00,647
413,16654.74,2023-05-27T00:00:00,341
414,4725.21,2023-01-08T00:00:00,578
415,7848.82,2023-05-24T00:00:00,431
416,4140.56,2023-11-25T00:00:00,654
417,3865.85,2023-01-01T00:00:00,539
418,3007.48,2023-07-19T00:00:00,478
419,5800.64,2024-06-22T00:00:00,964
420,5569.11,2024-11-27T00:00:00,582
421,11943.61,2023-02-04T00:00:00,255
422,730.55,2024-05-07T00:00:00,347
423,3715.31,2023-04-03T00:00:00,825
424,14538.81,2024-11-11T00:00:00,631
425,5083.5,2024-07-20T00:00:00,861
426,10920.88,2024-10-19T00:00:00,729
427,21693.69,2023-02-15T00:00:00,672
428,1409.86,2024-08-08T00:00:00,268
429,11943.7,2024-03-05T00:00:00,132
430,6434.11,2023-11-29T00:00:00,477
431,1485.04,2024-07-13T00:00:00,490
432,8388.78,2024-05-31T00:00:00,85
433,93.42,2023-06-29T00:00:00,280
434,10521.01,2023-09-14T00:00:00,96
435,1061.66,2023-11-18T00:00:00,797
436,15607.37,2024-04-05T00:00:00,860
437,10587.6,2024-10-13T00:00:00,992
438,12912.69,2024-02-15T00:00:00,744
439,6231.33,2024-04-24T00:00:00,832
440,10763.86,2023-11-03T00:00:00,289
441,10121.86,2024-04-15T00:00:00,342
442,16063.62,2023-08-19T00:00:00,64
443,4256.49,2024-08-12T00:00:00,16
444,8729.36,2023-01-15T00:00:00,25
445,8901.52,2023-03-01T00:00:00,708
446,12027.0,2024-02-26T00:00:00,615
447,9609.58,2023-02-10T00:00:00,940
448,11018.26,2023-09-18T00:00:00,36
449,13386.77,2023-10-09T00:00:00,472
450,8928.02,2023-04-06T00:00:00,117
451,7867.63,2023-08-04T00:00:00,408
452,9575.01,2023-09-22T00:00:00,891
453,6064.48,2024-06-04T00:00:00,244
454,11560.52,2023-05-29T00:00:00,298
455,12147.95,2024-04-16T00:00:00,399
456,11622.37,2023-03-11T00:00:00,489
457,9041.3,2024-07-05T00:00:00,539
458,836.12,2024-03-08T00:00:00,101
459,8355.97,2023-04-13T00:00:00,502
460,7298.56,2023-08-24T00:00:00,911
461,10370.5,2023-02-09T00:00:00,870
462,1085.45,2024-07-16T00:00:00,312
463,1926.46,2024-03-26T00:00:00,347
464,13506.9,2023-11-17T00:00:00,73
465,8908.39,2024-11-19T00:00:00,203
466,6321.66,2024-08-15T00:00:00,384
467,14909.8,2024-01-27T00:00:00,885
468,11637.03,2023-01-31T00:00:00,654
469,15147.9,2024-07-08T00:00:00,255
470,3346.96,2023-09-11T00:00:00,994
471,5728.23,2023-08-22T00:00:00,855
472,2351.58,2024-05-31T00:00:00,168
473,8826.81,2024-11-17T00:00:00,265
474,19999.0,2023-08-28T00:00:00,615
475,13239.4,2023-01-23T00:00:00,383
476,19795.54,2023-01-19T00:00:00,141
477,662.13,2024-03-03T00:00:00,820
478,2176.2,2023-03-02T00:00:00,783
479,15666.9,2023-08-10T00:00:00,448
480,1482.29,2024-06-26T00:00:00,264
481,4468.42,2023-05-26T00:00:00,980
482,4851.0,2024-02-25T00:00:00,264
483,2741.94,2023-04-02T00:00:00,566
484,2218.27,2024-03-23T00:00:00,610
485,8255.77,2024-01-22T00:00:00,262
486,3013.04,2023-02-27T00:00:00,161
487,588.16,2024-04-09T00:00:00,27
488,2772.28,2023-06-24T00:00:00,554
489,7503.38,2024-11-16T00:00:00,195
490,9357.87,2023-08-30T00:00:00,616
491,3566.22,2024-03-31T00:00:00,765
492,8915.17,2024-09-05T00:00:00,760
493,9741.02,2023-07-26T00:00:00,637
494,10434.56,2024-06-07T00:00:00,230
495,15009.93,2023-06-01T00:00:00,978
496,14855.28,2023-09-20T00:00:00,221
497,15409.19,2024-06-29T00:00:00,51
498,10161.07,2024-05-04T00:00:00,663
499,1597.46,2023-02-10T00:00:00,906
500,3162.96,2023-11-24T00:00:00,467
501,6798.04,2023-08-31T00:00:00,985
502,3499.4,2024-01-29T00:00:00,223
503,11331.01,2023-11-13T00:00:00,751
504,2720.38,2024-09-21T00:00:00,366
505,12908.71,2024-09-14T00:00:00,804
506,11645.38,2024-01-03T00:00:00,921
507,2656.76,2024-07-22T00:00:00,197
508,9643.42,2023-12-03T00:00:00,817
509,24004.0,2024-06-09T00:00:00,667
510,12730.08,2023-05-05T00:00:00,222
511,8251.01,2023-07-09T00:00:00,329
512,444.34,2024-09-19T00:00:00,741
513,18923.61,2024-11-13T00:00:00,852
514,3386.0,2023-09-21T00:00:00,932
515,11264.04,2023-10-23T00:00:00,797
516,15979.66,2024-11-05T00:00:00,838
517,6159.06,2024-04-06T00:00:00,450
518,2976.72,2023-08-17T00:00:00,114
519,800.44,2024-06-22T00:00:00,887
520,12073.45,2023-03-16T00:00:00,108
521,1181.47,2023-02-13T00:00:00,394
522,3515.73,2024-06-20T00:00:00,627
523,304.84,2023-10-20T00:00:00,435
524,13913.96,2023-09-28T00:00:00,677
525,10674.27,2024-08-22T00:00:00,376
526,8093.8,2023-05-01T00:00:00,341
527,264.0,2024-05-03T00:00:00,410
528,3150.99,2024-08-04T00:00:00,117
529,22151.58,2023-02-10T00:00:00,857
530,1625.91,2023-06-28T00:00:00,332
531,1705.61,2024-02-27T00:00:00,879
532,775.7,2024-01-01T00:00:00,203
533,17895.64,2024-01-20T00:00:00,629
534,2514.57,2023-10-16T00:00:00,405
535,5115.14,2024-06-10T00:00:00,364
536,1790.19,2024-01-22T00:00:00,636
537,9829.26,2023-02-12T00:00:00,917
538,962.71,2023-09-04T00:00:00,707
539,12860.96,2024-10-07T00:00:00,923
540,1198.45,2023-05-28T00:00:00,33
541,7478.98,2024-03-12T00:00:00,95
542,9299.0,2023-02-04T00:00:00,849
543,11560.36,2024-11-16T00:00:00,827
544,15417.92,2024-01-09T00:00:00,656
545,15230.52,2023-08-06T00:00:00,979
546,3645.32,2024-05-02T00:00:00,688
547,7298.02,2023-08-23T00:00:00,61
548,17359.28,2024-07-22T00:00:00,704
549,4439.33,2024-02-15T00:00:00,459
550,21627.19,2023-06-17T00:00:00,97
551,9049.64,2024-10-31T00:00:00,710
552,1646.45,2023-08-06T00:00:00,529
553,8311.35,2023-05-06T00:00:00,641
554,8121.96,2023-08-14T00:00:00,119
555,7050.0,2024-06-11T00:00:00,511
556,7702.97,2023-01-27T00:00:00,877
557,4993.23,2023-11-15T00:00:00,996
558,604.3,2023-02-11T00:00:00,946
559,11238.04,2023-09-20T00:00:00,688
560,6648.76,2024-03-01T00:00:00,483
561,1052.86,2024-04-12T00:00:00,932
562,10538.92,2024-10-09T00:00:00,664
563,13257.68,2024-06-05T00:00:00,179
564,1488.68,2023-10-24T00:00:00,184
565,9076.65,2023-07-01T00:00:00,63
566,8937.4,2024-09-08T00:00:00,268
567,13959.04,2024-08-16T00:00:00,994
568,6008.46,2024-05-31T00:00:00,87
569,16077.17,2024-03-16T00:00:00,690
570,16319.05,2024-04-07T00:00:00,913
571,11207.05,2024-10-24T00:00:00,619
572,7039.74,2024-10-20T00:00:00,565
573,12896.36,2023-06-12T00:00:00,464
574,708.45,2024-10-07T00:00:00,134
575,7704.6,2023-01-23T00:00:00,183
576,7668.15,2023-04-10T00:00:00,488
577,14855.33,2024-09-03T00:00:00,939
578,1638.63,2024-02-28T00:00:00,322
579,5791.41,2023-09-25T00:00:00,589
580,11269.98,2024-02-11T00:00:00,261
581,17945.43,2024-07-06T00:00:00,313
582,944.6,2023-04-26T00:00:00,932
583,4947.87,2023-07-08T00:00:00,497
584,8686.34,2023-06-20T00:00:00,690
585,5659.24,2024-02-14T00:00:00,164
586,15904.89,2024-01-26T00:00:00,47
587,10751.01,2023-02-27T00:00:00,379
588,9867.76,2024-07-28T00:00:00,242
589,386.08,2024-01-26T00:00:00,547
590,7880.13,2023-07-12T00:00:00,920
591,20610.15,2024-02-26T00:00:00,424
592,19936.73,2024-02-24T00:00:00,77
593,1341.77,2024-11-08T00:00:00,645
594,10872.89,2023-03-09T00:00:00,966
595,3624.15,2023-06-03T00:00:00,824
596,6353.91,2024-11-07T00:00:00,614
597,6932.51,2024-05-16T00:00:00,617
598,3471.12,2023-06-13T00:00:00,277
599,8630.85,2023-10-01T00:00:00,479
600,17351.64,2023-01-19T00:00:00,684
601,84.9,2023-04-28T00:00:00,727
602,14060.04,2024-06-23T00:00:00,105
603,13284.88,2023-10-20T00:00:00,370
604,4851.4,2023-10-03T00:00:00,468
605,10644.77,2024-04-20T00:00:00,973
606,1186.7,2024-01-25T00:00:00,629
607,9933.77,2024-06-25T00:00:00,188
608,14653.13,2023-11-25T00:00:00,2
609,7114.05,2024-03-22T00:00:00,466
610,933.38,2024-12-01T00:00:00,402
611,2090.45,2023-12-29T00:00:00,153
612,1755.9,2024-09-13T00:00:00,575
613,3193.9,2024-07-21T00:00:00,502
614,4539.29,2024-03-17T00:00:00,592
615,1461.1,2023-09-03T00:00:00,240
616,9162.33,2024-05-13T00:00:00,878
617,602.13,2023-04-14T00:00:00,78
618,1136.52,2024-05-14T00:00:00,429
619,2970.8,2023-12-01T00:00:00,507
620,8218.35,2023-05-28T00:00:00,261
621,2877.52,2024-02-13T00:00:00,498
622,4311.78,2024-10-21T00:00:00,822
623,6476.48,2023-05-26T00:00:00,53
624,5552.81,2023-09-12T00:00:00,434
625,4926.55,2023-12-01T00:00:00,726
626,4345.83,2023-11-21T00:00:00,49
627,10698.34,2024-07-04T00:00:00,766
628,19500.04,2024-07-26T00:00:00,338
629,5678.57,2024-10-05T00:00:00,821
630,13428.8,2023-04-13T00:00:00,502
631,6101.15,2023-03-14T00:00:00,509
632,11230.41,2023-01-02T00:00:00,201
633,8211.05,2024-06-20T00:00:00,986
634,3806.56,2023-03-05T00:00:00,368
635,18672.81,2023-03-04T00:00:00,11
636,631.98,2024-07-12T00:00:00,426
637,6372.94,2023-07-20T00:00:00,282
