id,id,wishlist_id,product_id,quantity
167,,58,1948,3
168,,58,234,3
169,,58,953,5
170,,58,1623,3
171,,59,647,2
172,,59,618,2
173,,60,1946,1
174,,60,266,2
175,,60,34,2
176,,60,1989,2
177,,60,223,3
178,,60,1971,1
179,,61,1809,4
180,,61,1968,3
181,,61,1869,1
182,,61,496,3
183,,62,1194,2
184,,62,1341,3
185,,62,829,5
186,,62,213,2
187,,62,1992,1
188,,62,1186,3
189,,63,1998,2
190,,64,49,3
191,,64,1206,1
192,,64,1313,4
193,,64,1026,3
194,,64,363,5
195,,64,1826,5
196,,65,1712,3
197,,65,1032,4
198,,65,1186,4
199,,65,1854,3
200,,65,661,3
201,,65,1151,3
202,,65,1922,4
203,,66,241,2
204,,66,511,4
205,,67,227,2
206,,67,1279,1
207,,67,135,3
208,,67,757,4
209,,68,1897,4
210,,68,440,1
211,,68,786,3
212,,68,1639,4
213,,68,22,2
214,,69,381,4
215,,69,187,5
216,,69,1030,5
217,,70,86,4
218,,70,912,2
219,,70,1033,4
220,,71,1837,4
221,,72,1192,2
222,,72,369,4
223,,73,1225,2
224,,73,1539,5
225,,74,61,4
226,,74,294,2
227,,75,292,5
228,,75,1149,1
229,,76,1792,2
230,,76,1958,3
231,,76,1449,5
232,,76,1231,3
233,,77,619,1
234,,77,767,2
235,,78,1841,3
236,,78,1904,2
237,,78,1387,4
238,,79,105,3
239,,79,1341,5
240,,79,1951,3
241,,80,1630,3
242,,80,1733,4
243,,81,994,2
244,,81,1227,3
245,,81,462,5
246,,81,927,3
247,,82,1550,4
248,,83,517,3
249,,83,131,1
250,,83,398,2
251,,84,1251,4
252,,84,404,4
253,,84,1189,1
254,,85,214,4
255,,85,1285,3
256,,85,756,4
257,,85,1397,3
258,,86,262,1
259,,86,929,2
260,,87,1298,1
261,,87,1596,5
262,,87,4,4
263,,87,1076,4
264,,87,578,1
265,,88,1632,2
266,,88,668,4
267,,89,1432,2
268,,89,91,4
269,,89,1013,2
270,,90,1667,5
271,,90,307,3
272,,90,1560,4
273,,90,1868,4
274,,91,766,2
275,,91,1467,3
276,,91,387,5
277,,91,1742,4
278,,91,1840,2
279,,92,1717,1
280,,93,846,2
281,,93,1614,1
282,,93,755,2
283,,93,1296,5
284,,94,1554,2
285,,94,1290,1
286,,94,51,1
287,,94,1254,5
288,,96,944,2
289,,97,1624,4
290,,97,1184,1
291,,97,767,4
292,,97,1601,3
293,,97,1652,5
294,,98,1867,5
295,,98,1423,2
296,,99,659,5
297,,99,1877,2
298,,99,1687,4
299,,100,1884,2
300,,100,355,5
301,,100,26,3
302,,100,1373,2
303,,101,710,4
304,,102,305,2
305,,102,407,5
306,,102,641,1
307,,102,1582,2
308,,102,1981,2
309,,102,1102,5
310,,102,1205,3
311,,103,1696,2
312,,104,1647,2
313,,104,910,5
314,,105,1624,4
315,,105,259,5
316,,105,1001,4
317,,105,1438,1
318,,105,348,4
319,,106,1339,4
320,,106,1591,2
321,,106,1943,2
322,,106,314,2
323,,107,357,1
324,,107,1950,4
325,,108,1528,4
326,,108,1105,4
327,,109,1542,4
328,,110,825,5
329,,110,1189,1
330,,110,342,1
331,,110,1352,1
332,,110,998,3
333,,110,1882,3
334,,111,592,1
335,,112,595,2
336,,112,1825,5
337,,113,761,1
338,,113,1426,4
339,,113,1419,3
340,,114,883,2
341,,114,1413,4
342,,115,272,5
343,,115,51,5
344,,115,1357,5
345,,115,1716,2
346,,115,1399,1
347,,116,1336,1
348,,116,829,3
349,,116,1033,2
350,,116,1714,4
351,,116,159,1
352,,117,666,4
353,,118,801,2
354,,118,1607,5
355,,118,503,1
356,,118,919,2
357,,118,470,5
358,,118,1572,3
359,,118,951,3
360,,118,1073,3
361,,119,1287,1
362,,120,861,1
363,,120,1744,5
364,,120,264,3
365,,120,286,5
366,,121,1872,2
367,,121,1392,2
368,,121,1925,3
369,,121,1590,2
370,,121,1047,2
371,,122,1962,1
372,,123,672,1
373,,123,1613,5
374,,123,1698,2
375,,123,1888,1
376,,123,1607,1
377,,124,1677,3
378,,124,1852,3
379,,124,1621,2
380,,125,492,5
381,,125,723,5
382,,125,452,1
383,,126,554,5
384,,126,531,1
385,,126,989,3
386,,126,1648,5
387,,126,67,2
388,,126,1964,3
389,,127,580,4
390,,128,1986,4
391,,128,1862,2
392,,129,140,2
393,,129,1824,3
394,,130,1096,5
395,,130,1083,4
396,,130,1171,1
397,,130,207,4
398,,130,1915,1
399,,130,594,2
400,,131,1104,3
401,,131,1230,4
402,,131,148,3
403,,132,1049,4
404,,132,1169,5
405,,133,625,3
406,,134,1377,5
407,,134,1908,1
408,,134,291,1
409,,134,630,2
410,,135,180,5
411,,135,1648,5
412,,135,37,5
413,,136,1198,2
414,,136,969,3
415,,136,1774,5
416,,136,1065,3
417,,137,738,2
418,,137,483,4
419,,138,1338,2
420,,139,1620,4
421,,139,1719,1
422,,139,1305,5
423,,139,111,2
424,,139,1341,3
425,,140,1503,2
426,,140,1218,5
427,,140,1665,1
428,,140,440,4
429,,140,375,2
430,,140,1708,2
431,,140,213,1
432,,140,435,1
433,,141,1547,1
434,,141,1511,2
435,,142,1881,5
436,,143,1770,5
437,,143,739,3
438,,143,287,4
439,,143,739,2
440,,145,723,3
441,,145,128,5
442,,145,910,2
443,,145,1009,2
444,,145,1225,3
445,,146,141,4
446,,146,1899,5
447,,146,1692,4
448,,146,417,1
449,,146,1659,2
450,,146,161,2
451,,147,1988,2
452,,147,1191,2
453,,148,357,3
454,,148,1512,4
455,,149,721,3
456,,149,758,2
457,,149,226,3
458,,149,1819,5
459,,149,928,5
460,,149,1704,2
461,,149,1141,3
462,,149,646,3
463,,150,5,5
464,,150,802,2
465,,150,898,4
466,,150,909,5
467,,150,796,5
468,,150,1519,3
469,,150,133,1
470,,150,1759,2
471,,151,1222,2
472,,151,1663,5
473,,151,397,5
474,,152,194,2
475,,152,1084,1
476,,152,381,2
477,,152,19,4
478,,153,1651,3
479,,153,1605,5
480,,153,1905,2
481,,154,308,1
482,,154,37,3
483,,155,494,3
484,,155,176,3
485,,156,1230,5
486,,156,514,2
487,,156,1853,2
488,,157,1853,5
489,,157,1195,1
490,,157,239,5
491,,157,249,2
492,,157,1450,2
493,,158,62,4
494,,158,1574,5
495,,158,115,4
496,,158,1926,5
497,,158,425,3
498,,158,1653,4
499,,162,461,4
500,,162,1774,3
501,,163,841,2
502,,163,717,4
503,,163,803,5
504,,163,1891,2
505,,164,1401,2
506,,164,262,2
507,,164,1662,5
508,,165,26,4
509,,165,567,1
510,,165,1714,2
511,,165,1334,2
512,,166,570,4
513,,166,714,2
514,,166,843,5
515,,166,244,2
516,,167,1669,2
517,,167,539,4
518,,167,1162,4
519,,168,1420,3
520,,168,1112,4
521,,169,1985,5
522,,169,1647,3
523,,169,1715,3
524,,169,517,5
525,,170,1040,2
526,,170,1123,3
527,,170,1154,4
528,,170,1629,1
529,,170,28,2
530,,171,725,5
531,,171,282,4
532,,171,897,3
533,,171,1451,4
534,,172,484,1
535,,172,400,2
536,,172,685,3
537,,172,1507,5
538,,172,1459,2
539,,173,1900,4
540,,173,1889,1
541,,173,1720,3
542,,173,268,2
543,,174,1863,2
544,,174,864,1
545,,174,1219,2
546,,174,850,5
547,,175,1735,1
548,,175,600,3
549,,175,1672,3
550,,176,1313,5
551,,176,210,2
552,,176,396,3
553,,176,498,2
554,,177,715,4
555,,177,1923,5
556,,177,818,1
557,,177,1290,2
558,,177,354,4
559,,177,1516,3
560,,177,140,2
561,,178,1591,3
562,,178,651,2
563,,179,1457,3
564,,179,1661,1
565,,180,608,5
566,,180,309,2
567,,180,1599,4
568,,180,157,3
569,,180,741,1
570,,181,1169,4
571,,181,811,1
572,,181,1796,2
573,,181,1533,5
574,,181,1763,3
575,,182,1875,2
576,,183,1781,4
577,,183,449,2
578,,183,226,3
579,,183,978,1
580,,184,840,2
581,,185,256,4
582,,185,1160,5
583,,185,1414,5
584,,185,476,2
585,,185,1732,4
586,,186,1626,1
587,,186,1055,3
588,,186,1419,2
589,,187,216,4
590,,187,1453,1
591,,188,477,3
592,,188,787,4
593,,189,656,2
594,,189,1910,1
595,,190,378,5
596,,190,816,1
597,,191,966,5
598,,192,351,4
599,,192,404,4
600,,192,206,2
601,,193,1416,2
602,,193,1835,5
603,,193,1795,1
604,,194,1422,2
605,,194,67,3
606,,195,499,1
607,,196,1461,1
608,,196,1987,2
609,,196,323,5
610,,196,254,5
611,,197,641,3
612,,197,874,5
613,,197,1898,2
614,,197,904,3
615,,198,1664,1
616,,198,668,2
617,,199,965,4
618,,199,945,1
619,,199,1838,5
620,,199,405,1
621,,199,802,3
622,,200,76,4
623,,200,1461,3
624,,200,616,5
625,,200,1785,4
626,,200,1516,2
627,,201,1457,4
628,,201,11,1
629,,201,1296,2
630,,202,880,5
631,,202,1286,1
632,,202,817,1
633,,202,489,2
634,,203,807,3
635,,204,1336,3
636,,204,83,4
637,,204,727,1
638,,205,1352,4
639,,205,1534,1
640,,206,1723,3
641,,206,1974,2
642,,206,790,2
643,,207,648,2
644,,207,1630,2
645,,208,1037,2
646,,209,300,3
647,,209,933,1
648,,209,295,2
649,,209,1671,4
650,,210,1209,2
651,,210,395,5
652,,210,662,5
653,,210,1213,1
654,,210,841,4
655,,211,309,5
656,,211,1663,5
657,,211,1906,5
658,,211,1197,5
659,,211,692,4
660,,212,1513,3
661,,212,1721,4
662,,213,257,5
663,,213,300,4
664,,214,288,1
665,,214,144,1
666,,214,474,1
667,,215,533,3
668,,215,1743,5
669,,215,1441,1
670,,215,552,2
671,,216,824,2
672,,216,563,5
673,,216,1836,1
674,,216,619,2
675,,216,203,1
676,,217,1731,2
677,,217,558,5
678,,218,462,2
679,,218,1231,3
680,,218,1584,4
681,,218,1892,1
682,,218,1329,5
683,,219,1969,1
684,,219,1724,2
685,,219,1091,5
686,,220,1323,5
687,,220,1582,5
688,,220,151,5
689,,220,1644,4
690,,220,638,5
691,,221,155,2
692,,221,5,1
693,,222,1,2
694,,222,443,5
695,,222,1166,2
696,,222,1396,2
697,,222,81,4
698,,222,94,5
699,,223,1747,4
700,,223,1626,3
701,,224,1682,2
702,,224,450,2
703,,224,239,3
704,,224,90,5
705,,225,273,5
706,,225,1711,1
707,,225,158,5
708,,226,1911,5
709,,226,1368,1
710,,226,1608,3
711,,226,1743,4
712,,226,1349,4
713,,227,1410,3
714,,227,601,5
715,,227,178,5
716,,227,997,3
717,,227,1182,5
718,,227,448,5
719,,228,661,1
720,,228,870,2
721,,229,1056,4
722,,229,234,3
723,,230,1910,1
724,,230,184,2
725,,230,1462,2
726,,230,717,1
727,,231,74,3
728,,231,768,5
729,,231,1865,3
730,,231,1045,4
731,,231,1120,2
732,,231,459,3
733,,232,1687,2
734,,232,1076,1
735,,232,550,4
736,,232,752,4
737,,233,733,2
738,,233,235,5
739,,233,1402,5
740,,234,965,2
741,,235,1741,5
742,,235,549,1
743,,235,504,1
744,,236,1188,4
745,,236,767,2
746,,236,1265,1
747,,237,887,4
748,,237,1121,4
749,,237,1531,1
750,,237,230,5
751,,237,185,4
752,,237,1549,5
753,,237,1101,5
754,,238,761,2
755,,239,81,1
756,,239,1547,5
757,,240,155,3
758,,240,1396,4
759,,240,1932,2
760,,240,818,3
761,,240,690,5
762,,241,1238,3
763,,241,69,4
764,,242,298,3
765,,242,796,4
766,,242,439,2
767,,242,1072,5
768,,242,1867,2
769,,243,881,2
770,,243,476,2
771,,244,640,3
772,,244,1998,2
773,,245,1906,5
774,,245,713,3
775,,245,1378,2
776,,245,1151,5
777,,245,507,5
778,,246,1960,3
779,,246,1731,3
780,,246,1700,5
781,,246,309,2
782,,246,741,4
783,,246,1716,3
784,,246,856,2
785,,247,697,3
786,,249,1673,2
787,,249,562,1
788,,249,94,1
789,,249,797,5
790,,249,260,3
791,,250,1320,1
792,,250,667,5
793,,250,185,2
794,,251,702,5
795,,251,159,1
796,,251,965,1
797,,252,832,2
798,,252,924,3
799,,254,1491,2
800,,255,569,3
801,,255,1507,1
802,,255,1619,1
803,,255,998,5
804,,255,1002,5
805,,255,1278,1
806,,256,322,1
807,,256,765,2
808,,256,585,2
809,,257,1696,1
810,,257,682,1
811,,257,1203,5
812,,258,1610,4
813,,258,378,3
814,,258,608,4
815,,258,289,4
816,,259,1745,2
817,,259,1023,4
818,,259,1708,3
819,,259,1137,3
820,,259,505,3
821,,259,1,5
822,,259,240,2
823,,260,1600,4
824,,260,1933,1
825,,260,1288,1
826,,260,1373,1
827,,260,32,5
828,,261,1985,4
829,,261,1067,1
830,,261,1577,4
831,,261,940,5
832,,261,441,2
833,,262,1082,5
834,,262,134,2
835,,262,798,5
836,,262,1438,2
837,,263,1684,1
838,,263,1797,4
839,,264,1706,1
840,,264,450,4
841,,264,590,5
842,,264,459,4
843,,264,1435,4
844,,264,1108,3
845,,265,1393,4
846,,265,316,2
847,,265,1369,1
848,,266,1773,5
849,,266,1391,2
850,,266,69,5
851,,266,1741,5
852,,266,709,3
853,,266,1842,4
854,,268,1174,3
855,,269,1571,4
856,,269,1034,5
857,,269,1382,5
858,,270,1402,4
859,,270,4,3
860,,271,729,4
861,,271,900,2
862,,271,1790,2
863,,271,1993,5
864,,271,1874,2
865,,271,1586,3
866,,272,1546,5
867,,272,1018,5
868,,272,1254,5
869,,272,1997,3
870,,272,1935,2
871,,273,601,5
872,,273,13,1
873,,273,251,1
874,,274,1858,3
875,,274,254,5
876,,274,1965,1
877,,274,354,2
878,,275,819,4
879,,275,1506,1
880,,275,643,3
881,,275,86,1
882,,276,1003,4
883,,276,1741,1
884,,276,212,2
885,,277,1384,1
886,,277,305,3
887,,277,1018,5
888,,278,1697,4
889,,279,764,2
890,,279,1862,5
891,,280,442,4
892,,280,685,5
893,,280,318,5
894,,280,996,4
895,,280,23,2
896,,282,361,5
897,,282,591,1
898,,283,1896,3
899,,283,1082,2
900,,283,344,1
901,,283,668,2
902,,284,1699,5
903,,285,613,3
904,,285,1968,3
905,,286,722,4
906,,286,1439,5
907,,286,783,3
908,,286,1656,1
909,,286,1637,2
910,,287,17,1
911,,287,1904,4
912,,287,484,2
913,,287,1386,5
914,,287,481,3
915,,287,1940,5
916,,287,1061,4
917,,288,387,3
918,,288,1960,3
919,,288,1857,5
920,,288,1683,1
921,,289,1672,2
922,,289,845,5
923,,289,242,4
924,,289,1348,3
925,,290,150,1
926,,290,962,3
927,,290,760,1
928,,290,75,3
929,,290,154,1
930,,291,1229,1
931,,291,1317,3
932,,291,1033,2
933,,291,1133,3
934,,292,1420,4
935,,292,54,3
936,,292,1555,3
937,,292,337,1
938,,293,938,1
939,,293,1787,5
940,,293,1494,3
941,,293,237,5
942,,293,523,3
943,,293,75,4
944,,294,110,3
945,,295,1646,2
946,,295,29,1
947,,295,128,2
948,,295,1567,1
949,,295,207,3
950,,296,1283,3
951,,296,1904,2
952,,297,1889,2
953,,297,1559,3
954,,297,604,1
955,,297,1468,3
956,,297,355,3
957,,297,1469,3
958,,298,1901,1
959,,298,736,2
960,,298,1037,4
961,,299,752,4
962,,299,1730,1
963,,299,446,4
964,,299,713,4
965,,300,1603,4
966,,300,797,4
967,,300,1724,4
968,,300,843,1
969,,300,1902,1
970,,301,1857,3
971,,301,1252,3
972,,301,795,5
973,,301,1598,5
974,,302,1934,2
975,,302,210,5
976,,302,618,4
977,,302,1077,1
978,,303,557,4
979,,303,574,4
980,,303,1518,3
981,,303,1641,1
982,,304,1262,4
983,,304,163,4
984,,304,981,2
985,,304,782,2
986,,304,76,4
987,,304,1470,3
988,,304,1766,1
989,,305,1479,2
990,,305,1758,2
991,,305,10,3
992,,305,1933,2
993,,305,569,5
994,,305,939,4
995,,306,1159,1
996,,306,578,1
997,,306,1791,1
998,,306,1926,5
999,,307,1430,5
1000,,307,948,1
1001,,307,1002,5
1002,,307,374,1
1003,,307,11,2
1004,,307,215,1
1005,,308,1152,5
1006,,308,1402,1
1007,,309,629,5
1008,,309,1412,3
1009,,309,1376,5
1010,,309,1189,5
1011,,310,1326,2
1012,,310,186,4
1013,,310,255,2
1014,,310,981,4
1015,,311,1644,3
1016,,311,1825,3
1017,,311,421,1
1018,,311,12,3
1019,,312,282,1
1020,,312,306,5
1021,,313,268,2
1022,,313,893,3
1023,,313,1542,3
1024,,313,1512,5
1025,,314,237,1
1026,,314,779,4
1027,,314,1969,5
1028,,314,1735,2
1029,,314,165,5
1030,,314,1019,2
1031,,315,315,1
1032,,315,398,5
1033,,315,1780,2
1034,,315,874,4
1035,,316,252,3
1036,,316,488,3
1037,,316,1476,3
1038,,317,285,1
1039,,317,391,5
1040,,317,874,2
1041,,317,1998,3
1042,,317,654,5
1043,,318,1519,1
1044,,318,1512,3
1045,,319,1382,3
1046,,319,178,5
1047,,319,642,2
1048,,319,516,2
1049,,319,1115,5
1050,,320,1492,2
1051,,320,857,5
1052,,320,293,5
1053,,320,1572,2
1054,,320,103,3
1055,,320,462,4
1056,,321,253,2
1057,,321,1237,2
1058,,321,1469,3
1059,,321,182,3
1060,,322,713,3
1061,,322,1742,3
1062,,322,119,3
1063,,322,1472,1
1064,,322,356,5
1065,,323,356,2
1066,,323,1158,1
1067,,324,1244,1
1068,,325,1134,1
1069,,325,1342,4
1070,,325,1601,5
1071,,325,1536,3
1072,,325,1734,1
1073,,325,1456,2
1074,,325,183,4
1075,,326,70,3
1076,,327,1736,5
1077,,328,1075,4
1078,,328,1439,3
1079,,328,1986,4
1080,,328,1657,4
1081,,329,1260,3
1082,,329,1574,4
1083,,330,277,5
1084,,330,676,2
1085,,330,963,5
1086,,330,355,5
1087,,330,133,1
1088,,330,159,5
1089,,331,1099,4
1090,,332,1312,1
1091,,333,1883,4
1092,,333,378,4
1093,,333,1113,3
1094,,333,1798,5
1095,,333,1334,2
1096,,335,741,1
1097,,335,988,2
1098,,335,1286,3
1099,,336,103,5
1100,,336,1450,3
1101,,336,1684,5
1102,,337,1597,5
1103,,337,1505,3
1104,,337,962,1
1105,,337,1410,4
1106,,338,1680,1
1107,,338,1556,4
1108,,338,944,1
1109,,338,986,3
1110,,338,1462,5
1111,,339,184,4
1112,,339,1871,2
1113,,339,20,4
1114,,340,72,5
1115,,340,245,2
1116,,340,1588,1
1117,,340,1646,1
1118,,341,129,2
1119,,341,1719,1
1120,,341,1641,2
1121,,341,1095,3
1122,,341,1651,5
1123,,342,990,3
1124,,342,934,1
1125,,342,502,2
1126,,342,757,1
1127,,343,31,2
1128,,343,1824,5
1129,,343,1018,5
1130,,344,1235,4
1131,,344,1225,2
1132,,344,1311,5
1133,,344,1810,3
1134,,344,1278,5
1135,,345,1795,4
1136,,345,386,3
1137,,345,805,2
1138,,345,1045,1
1139,,345,1101,2
1140,,346,1240,4
1141,,346,429,2
1142,,346,1605,4
1143,,346,403,4
1144,,346,1857,2
1145,,347,196,3
1146,,347,1546,3
1147,,348,514,1
1148,,348,472,1
1149,,348,776,5
1150,,348,1489,4
1151,,348,769,4
1152,,349,740,2
1153,,349,565,4
1154,,349,730,1
1155,,350,1588,1
1156,,350,1322,5
1157,,350,1265,2
1158,,350,1594,1
1159,,350,1660,2
1160,,351,1584,2
1161,,351,50,2
1162,,351,1872,3
1163,,351,1604,3
1164,,351,1083,4
1165,,352,1036,4
1166,,352,1435,3
1167,,353,51,2
1168,,353,1376,2
1169,,353,1404,3
1170,,354,601,5
1171,,354,1314,4
1172,,354,1669,4
1173,,354,328,4
1174,,354,1026,4
1175,,355,906,2
1176,,355,107,4
1177,,355,1470,4
1178,,356,779,2
1179,,357,1019,3
1180,,357,718,3
1181,,359,748,5
1182,,359,757,5
1183,,359,322,3
1184,,359,983,4
1185,,360,1057,3
1186,,360,303,5
1187,,360,1821,5
1188,,360,43,2
1189,,360,1362,5
1190,,360,1184,3
1191,,360,985,2
1192,,361,1492,1
1193,,361,476,4
1194,,361,312,2
1195,,362,1160,3
1196,,363,1262,3
1197,,363,1230,1
1198,,363,575,1
1199,,363,619,2
1200,,363,848,2
1201,,363,450,4
1202,,364,956,5
1203,,364,717,2
1204,,365,1769,2
1205,,365,1700,2
1206,,365,553,2
1207,,365,912,1
1208,,365,621,1
1209,,366,434,5
1210,,366,73,1
1211,,366,33,3
1212,,366,1834,2
1213,,366,821,5
1214,,367,746,2
1215,,367,150,1
1216,,367,728,5
1217,,367,1471,5
1218,,367,1230,4
1219,,367,1653,1
1220,,368,1129,5
1221,,368,1995,1
1222,,369,1247,4
1223,,369,924,4
1224,,369,797,2
1225,,369,1842,4
1226,,369,393,4
1227,,369,1397,2
1228,,370,690,1
1229,,370,1427,4
1230,,370,833,1
1231,,370,1418,1
1232,,370,879,3
1233,,371,356,5
1234,,371,1808,2
1235,,371,923,2
1236,,371,325,2
1237,,371,36,4
1238,,372,361,4
1239,,373,1120,3
1240,,373,361,1
1241,,373,1387,4
1242,,374,785,5
1243,,374,725,2
1244,,374,1947,5
1245,,375,43,1
1246,,375,1184,1
1247,,375,1907,1
1248,,375,1163,2
1249,,375,593,2
1250,,376,1891,3
1251,,376,1305,4
1252,,376,781,4
1253,,377,771,4
1254,,377,369,5
1255,,377,958,2
1256,,377,1336,5
1257,,378,536,3
1258,,378,1755,4
1259,,378,92,3
1260,,378,525,5
1261,,378,436,5
1262,,380,34,4
1263,,380,512,4
1264,,380,1700,2
1265,,380,1622,2
1266,,380,1980,5
1267,,381,1159,1
1268,,381,1771,1
1269,,383,581,3
1270,,383,620,4
1271,,383,519,2
1272,,383,321,5
1273,,384,1099,4
1274,,384,338,1
1275,,385,333,1
1276,,386,1068,2
1277,,386,12,2
1278,,386,1839,4
1279,,386,45,1
1280,,387,1696,3
1281,,387,815,3
1282,,387,399,2
1283,,388,291,5
1284,,388,520,2
1285,,388,1733,2
1286,,388,1331,2
1287,,389,141,4
1288,,389,1724,2
1289,,389,1252,1
1290,,390,1810,1
1291,,390,632,1
1292,,390,1,2
1293,,391,446,1
1294,,392,455,3
1295,,392,856,5
1296,,392,1457,1
1297,,392,1101,4
1298,,393,1884,2
1299,,394,1308,1
1300,,394,701,2
1301,,394,1125,2
1302,,394,1783,5
1303,,394,1996,1
1304,,395,504,2
1305,,395,916,5
1306,,395,1201,3
1307,,395,1495,4
1308,,395,1937,2
1309,,395,1287,4
1310,,396,1922,4
1311,,396,431,2
1312,,396,1426,2
1313,,397,893,3
1314,,397,1169,2
1315,,397,483,5
1316,,397,1113,1
1317,,398,1793,5
1318,,399,344,1
1319,,399,1397,5
1320,,399,15,4
1321,,399,611,1
1322,,399,107,1
1323,,399,1433,2
1324,,399,110,5
1325,,399,545,2
1326,,400,748,5
1327,,401,560,5
1328,,401,932,2
1329,,402,44,3
1330,,402,1020,2
1331,,402,600,4
1332,,402,1854,1
1333,,403,1132,2
1334,,403,1967,4
1335,,403,789,5
1336,,404,872,2
1337,,404,1515,1
1338,,404,1548,3
1339,,404,115,2
1340,,404,1505,5
1341,,404,1311,1
1342,,404,1622,5
1343,,404,151,4
1344,,405,891,2
1345,,405,1514,3
1346,,406,1701,3
1347,,406,696,5
1348,,406,1737,5
1349,,407,533,4
1350,,407,1200,4
1351,,407,1839,4
1352,,407,587,1
1353,,407,602,3
1354,,407,1987,4
1355,,407,216,1
1356,,407,1590,2
1357,,408,1622,4
1358,,408,106,5
1359,,409,1008,4
1360,,409,1603,1
1361,,409,322,5
1362,,410,1086,5
1363,,410,1483,1
1364,,410,1042,3
1365,,410,15,2
1366,,411,422,4
1367,,411,518,4
1368,,412,1891,5
1369,,412,8,4
1370,,412,139,4
1371,,412,235,3
1372,,412,80,1
1373,,412,1476,2
1374,,413,1671,5
1375,,413,1818,1
1376,,413,662,4
1377,,413,509,1
1378,,413,1369,2
1379,,413,1151,3
1380,,414,107,1
1381,,414,1718,5
1382,,415,1310,2
1383,,415,1119,3
1384,,416,1708,4
1385,,416,175,2
1386,,416,212,5
1387,,416,991,3
1388,,417,319,3
1389,,417,553,2
1390,,417,1495,1
1391,,417,1468,3
1392,,418,953,1
1393,,419,288,2
1394,,419,1001,3
1395,,419,847,2
1396,,420,118,1
1397,,420,1771,1
1398,,420,510,5
1399,,420,1828,3
1400,,420,186,5
1401,,421,459,4
1402,,421,1569,5
1403,,421,1219,1
1404,,421,1576,4
1405,,421,1760,3
1406,,421,1401,3
1407,,422,1296,1
1408,,422,881,3
1409,,422,1610,3
1410,,422,1643,2
1411,,423,1459,3
1412,,423,1478,4
1413,,423,557,5
1414,,423,514,1
1415,,423,1498,3
1416,,424,858,4
1417,,424,510,5
1418,,424,598,3
1419,,425,365,4
1420,,426,970,2
1421,,426,497,2
1422,,426,734,2
1423,,426,1879,2
